,,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-12,CNL-12,CNL-12,CNL-13,CNL-13,CNL-13,CNL-13,CNL-13,CNL-13,CNL-16,CNL-16,CNL-16,CNL-16,CNL-2,CNL-2,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-4,CNL-4,CNL-4,CNL-4,CNL-4,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-6,CNL-6,CNL-6,CNL-6,CNL-8,CNL-8,CNL-8,CNL-8,CNL-8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL13,CNL9,CNL9,CNL9,CNL9,CNL9,CNL9,CNL9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,NRC0,NRC1,NRC2,NRC3,NRC4a,NRC4b,NRC4c,NRC5,NRC6,NRC7,NRCn,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL
NRC4a,Solyc04g007070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369263,,,,,,,3552066,3548467,3528467,,,,,,,,,,,,,,,,,,,,,,,,18033008,20013069,,1864798,1922745,1851193,2250743,2238270,1945230,1922759,1856114,1846359,1929165,,,,,,,,,,,,,,,,,,435626,,,,,,,,428622,,,,,,,,,,11527375,11521610,,,,,,,,10271,1062591,1058596,1048781,1020394,1020397,1004356,1070595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63223116,54091808,49279479,3558475,1842121,1840215,,,,,,,,,,,,,,,,,,,,,,,,,0,17227,48467,26988,1038477,4598651,,,,,4616068,,,,,,,,,,,,,,,,,20922316,5136560,,,,,,,,,244263,,,,,,,,53685423,,,
NRC4b,Solyc04g007060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386490,,,,,,,3569293,3565694,3545694,,,,,,,,,,,,,,,,,,,,,,,,18050235,20030296,,1882025,1939972,1868420,2267970,2255497,1962457,1939986,1873341,1863586,1946392,,,,,,,,,,,,,,,,,,418399,,,,,,,,411395,,,,,,,,,,11544602,11538837,,,,,,,,27498,1079818,1075823,1066008,1037621,1037624,1021583,1087822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63240343,54109035,49296706,3575702,1859348,1857442,,,,,,,,,,,,,,,,,,,,,,,,,17227,0,31240,9761,1055704,4615878,,,,,4633295,,,,,,,,,,,,,,,,,20939543,5153787,,,,,,,,,261490,,,,,,,,53702650,,,
NRC4c,Solyc04g007030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417730,,,,,,,3600533,3596934,3576934,,,,,,,,,,,,,,,,,,,,,,,,18081475,20061536,,1913265,1971212,1899660,2299210,2286737,1993697,1971226,1904581,1894826,1977632,,,,,,,,,,,,,,,,,,387159,,,,,,,,380155,,,,,,,,,,11575842,11570077,,,,,,,,58738,1111058,1107063,1097248,1068861,1068864,1052823,1119062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63271583,54140275,49327946,3606942,1890588,1888682,,,,,,,,,,,,,,,,,,,,,,,,,48467,31240,0,21479,1086944,4647118,,,,,4664535,,,,,,,,,,,,,,,,,20970783,5185027,,,,,,,,,292730,,,,,,,,53733890,,,
NRC5,Solyc04g007050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396251,,,,,,,3579054,3575455,3555455,,,,,,,,,,,,,,,,,,,,,,,,18059996,20040057,,1891786,1949733,1878181,2277731,2265258,1972218,1949747,1883102,1873347,1956153,,,,,,,,,,,,,,,,,,408638,,,,,,,,401634,,,,,,,,,,11554363,11548598,,,,,,,,37259,1089579,1085584,1075769,1047382,1047385,1031344,1097583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63250104,54118796,49306467,3585463,1869109,1867203,,,,,,,,,,,,,,,,,,,,,,,,,26988,9761,21479,0,1065465,4625639,,,,,4643056,,,,,,,,,,,,,,,,,20949304,5163548,,,,,,,,,271251,,,,,,,,53712411,,,
NRC6,Solyc04g008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669214,,,,,,,2513589,2509990,2489990,,,,,,,,,,,,,,,,,,,,,,,,16994531,18974592,,826321,884268,812716,1212266,1199793,906753,884282,817637,807882,890688,,,,,,,,,,,,,,,,,,1474103,,,,,,,,1467099,,,,,,,,,,10488898,10483133,,,,,,,,1028206,24114,20119,10304,18083,18080,34121,32118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62184639,53053331,48241002,2519998,803644,801738,,,,,,,,,,,,,,,,,,,,,,,,,1038477,1055704,1086944,1065465,0,3560174,,,,,3577591,,,,,,,,,,,,,,,,,19883839,4098083,,,,,,,,,794214,,,,,,,,52646946,,,
NRC7,Solyc04g015210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4229388,,,,,,,1046585,1050184,1070184,,,,,,,,,,,,,,,,,,,,,,,,13434357,15414418,,2733853,2675906,2747458,2347908,2360381,2653421,2675892,2742537,2752292,2669486,,,,,,,,,,,,,,,,,,5034277,,,,,,,,5027273,,,,,,,,,,6928724,6922959,,,,,,,,4588380,3536060,3540055,3549870,3578257,3578254,3594295,3528056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58624465,49493157,44680828,1040176,2756530,2758436,,,,,,,,,,,,,,,,,,,,,,,,,4598651,4615878,4647118,4625639,3560174,0,,,,,17417,,,,,,,,,,,,,,,,,16323665,537909,,,,,,,,,4354388,,,,,,,,49086772,,,
NRCn,Solyc03g005660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51295373,,,,,,11501531,,,,,,,,,,,,,,,,56788263,,,,,,821442,,,,,4318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23550245,821442,11576,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRCs-others,Solyc08g074250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702771,1695371,1406129,1416868,,,,56319257,,,,,,,,,,,,,,,,,,,,,56650050,55014436,,,,,58155665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,58105674,,,,,58101668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRCs-others,Solyc10g008230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62419243,52877918,,,,,,,,,,,,49039872,,,,,,,,,,,,,,,,,,,,,,,,,,,,53936188,,57188114,54051698,54013246,,53984724,,,,,,,,,53905735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63162040,62657249,55929085,,,53789540,53758793,49277385,,,2630631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4682,,38173215,,,,,,,,,,0,,,,6642,,,,,,,,,,,,,,,,,,,,2509531,,,,,,,,,,,,,,,,
NRCs-others,Solyc07g005770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3609094,,,,,,,,,,,59554914,,,,,,,,,,,,,46962596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60927598,,,,,,,,,60939170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65354554,,,,,57341618,3617612,,,,,,,,,,,,,,,0,,,,,,,,,,62935516,63092938,,60720376,60738280,60749485,,,,,,,,,,,,,,,,,,,,,,,,
NRCs-others,Solyc04g015220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4246805,,,,,,,1064002,1067601,1087601,,,,,,,,,,,,,,,,,,,,,,,,13416940,15397001,,2751270,2693323,2764875,2365325,2377798,2670838,2693309,2759954,2769709,2686903,,,,,,,,,,,,,,,,,,5051694,,,,,,,,5044690,,,,,,,,,,6911307,6905542,,,,,,,,4605797,3553477,3557472,3567287,3595674,3595671,3611712,3545473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58607048,49475740,44663411,1057593,2773947,2775853,,,,,,,,,,,,,,,,,,,,,,,,,4616068,4633295,4664535,4643056,3577591,17417,,,,,0,,,,,,,,,,,,,,,,,16306248,520492,,,,,,,,,4371805,,,,,,,,49069355,,,
NRCs-others,Solyc08g005500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59808445,59801045,59511803,59522542,,,,1786417,,,,,,,,,,,,,,,,,,,,,1455624,3091238,,,,,49991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56107757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58105674,,,,0,,,,,4006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRCs-others,Solyc10g008240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62412601,52871276,,,,,,,,,,,,49033230,,,,,,,,,,,,,,,,,,,,,,,,,,,,53929546,,57181472,54045056,54006604,,53978082,,,,,,,,,53899093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63155398,62650607,55922443,,,53782898,53752151,49270743,,,2623989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324,,38166573,,,,,,,,,,6642,,,,0,,,,,,,,,,,,,,,,,,,,2502889,,,,,,,,,,,,,,,,
NRCs-others,Solyc02g070410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15231698,,,,,,,,14745889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9746671,9148261,,,,,,,,1619999,,,,,,,,231486,7882143,7388310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11864504,3208781,12168394,12201220,14750948,24579089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,11321703,,,5639431,,,,12179771,,,,,,,,,,,,,,,,,,,,,,,
NRCs-others,Solyc11g069020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43718134,52693218,52688403,,52637550,52632598,,43720392,,,,,,,,,,,,,,,,,,,,,,,,,1320025,681833,,948633,,,,,,,,,,,,,,,,,,,51846440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3672450,,20013782,2195193,472551,691228,946386,997093,1301475,46770734,1716280,1974964,,,,,2197073,,,,,,,,19958841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,49712816,49484604,,,,4570269,,,49704024,
NRCs-others,Solyc12g005970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2128909,,2120376,,,,,,,,,,,31582,2100979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59386756,,59331506,,5811967,,,59294337,,,,,,,,,,,,,,,,,,66028369,,65206057,,,,,,,,,66014572,,,,,66019590,,,,6835035,,,,,,,,,,,,,,3013925,,,,,6742875,6818211,,51751128,,66073506,,66071052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNL,Solyc08g005510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59804439,59797039,59507797,59518536,,,,1782411,,,,,,,,,,,,,,,,,,,,,1451618,3087232,,,,,53997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56103751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58101668,,,,4006,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNL,Solyc09g007710,,,,,,,,,,,,,,,,,,,,,,,,,,,71311584,71270299,71234224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70662935,12361724,70642340,70650528,70632538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55135102,1036765,60996271,60023476,,55142129,61006642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70731119,,
TNL,Solyc02g032650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3909995,,,,,,,,3424186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575032,2173442,,,,,,,,12941702,,,,,,,,11553189,19203846,18710013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23186207,14530484,846691,879517,3429245,13257386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11321703,,,,,0,,,16961134,,,,858068,,,,,,,,,,,,,,,,,,,,,,,
TNL,Solyc07g055380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59326422,,,,,,,,,,,3380602,,,,,,,,,,,,,15972920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007918,,,,,,,,,1996346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2419038,,,,,5593898,59317904,,,,,,,,,,,,,,,62935516,,,,,,,,,,0,157422,,2215140,2197236,2186031,,,,,,,,,,,,,,,,,,,,,,,,
TNL,Solyc07g055610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59483844,,,,,,,,,,,3538024,,,,,,,,,,,,,16130342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2165340,,,,,,,,,2153768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261616,,,,,5751320,59475326,,,,,,,,,,,,,,,63092938,,,,,,,,,,157422,0,,2372562,2354658,2343453,,,,,,,,,,,,,,,,,,,,,,,,
TNL,Solyc02g082050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20871129,,,,,,,,20385320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15386102,14787692,,,,,,,,4019432,,,,,,,,5407945,2242712,1748879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225073,2430650,17807825,17840651,20390379,30218520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5639431,,,,,16961134,,,0,,,,17819202,,,,,,,,,,,,,,,,,,,,,,,
TNL,Solyc07g052770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57111282,,,,,,,,,,,1165462,,,,,,,,,,,,,13757780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207222,,,,,,,,,218794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4634178,,,,,3378758,57102764,,,,,,,,,,,,,,,60720376,,,,,,,,,,2215140,2372562,,0,17904,29109,,,,,,,,,,,,,,,,,,,,,,,,
TNL,Solyc07g052790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57129186,,,,,,,,,,,1183366,,,,,,,,,,,,,13775684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189318,,,,,,,,,200890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4616274,,,,,3396662,57120668,,,,,,,,,,,,,,,60738280,,,,,,,,,,2197236,2354658,,17904,0,11205,,,,,,,,,,,,,,,,,,,,,,,,
TNL,Solyc07g052800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57140391,,,,,,,,,,,1194571,,,,,,,,,,,,,13786889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178113,,,,,,,,,189685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4605069,,,,,3407867,57131873,,,,,,,,,,,,,,,60749485,,,,,,,,,,2186031,2343453,,29109,11205,0,,,,,,,,,,,,,,,,,,,,,,,,
TNL,Solyc02g032240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3051927,,,,,,,,2566118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2433100,3031510,,,,,,,,13799770,,,,,,,,12411257,20061914,19568081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24044275,15388552,11377,21449,2571177,12399318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12179771,,,,,858068,,,17819202,,,,0,,,,,,,,,,,,,,,,,,,,,,,
TNL,Solyc00g294230,5294804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3991636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
TNL,Solyc04g025590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20553053,,,,,,,17370250,17373849,17393849,,,,,,,,,,,,,,,,,,,,,,,,2889308,909247,,19057518,18999571,19071123,18671573,18684046,18977086,18999557,19066202,19075957,18993151,,,,,,,,,,,,,,,,,,21357942,,,,,,,,21350938,,,,,,,,,,9394941,9400706,,,,,,,,20912045,19859725,19863720,19873535,19901922,19901919,19917960,19851721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42300800,33169492,28357163,17363841,19080195,19082101,,,,,,,,,,,,,,,,,,,,,,,,,20922316,20939543,20970783,20949304,19883839,16323665,,,,,16306248,,,,,,,,,,,,,,,,,0,15785756,,,,,,,,,20678053,,,,,,,,32763107,,,
TNL,Solyc04g015630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4767297,,,,,,,1584494,1588093,1608093,,,,,,,,,,,,,,,,,,,,,,,,12896448,14876509,,3271762,3213815,3285367,2885817,2898290,3191330,3213801,3280446,3290201,3207395,,,,,,,,,,,,,,,,,,5572186,,,,,,,,5565182,,,,,,,,,,6390815,6385050,,,,,,,,5126289,4073969,4077964,4087779,4116166,4116163,4132204,4065965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58086556,48955248,44142919,1578085,3294439,3296345,,,,,,,,,,,,,,,,,,,,,,,,,5136560,5153787,5185027,5163548,4098083,537909,,,,,520492,,,,,,,,,,,,,,,,,15785756,0,,,,,,,,,4892297,,,,,,,,48548863,,,
TNL,Solyc01g008800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79239210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72621648,,,,,,,,,,,,,,,,,78863023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80014394,,,,,,,,,,,,,,,,,,,,20330393,,89293732,,,,,91440170,,,,,81231274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12739231,69934594,,88643118,88650199,88665252,88690866,,,,,,,,,,,,87667212
TNL,Solyc01g014840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66499979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59882417,,,,,,,,,,,,,,,,,66123792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67275163,,,,,,,,,,,,,,,,,,,,7591162,,76554501,,,,,78700939,,,,,68492043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12739231,0,57195363,,75903887,75910968,75926021,75951635,,,,,,,,,,,,74927981
TNL,Solyc01g066020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9304616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2687054,,,,,,,,,,,,,,,,,8928429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10079800,,,,,,,,,,,,,,,,,,,,49604201,,19359138,,,,,21505576,,,,,11296680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69934594,57195363,0,,18708524,18715605,18730658,18756272,,,,,,,,,,,,17732618
TNL,Solyc10g012280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59909712,50368387,,,,,,,,,,,,46530341,,,,,,,,,,,,,,,,,,,,,,,,,,,,51426657,,54678583,51542167,51503715,,51475193,,,,,,,,,51396204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60652509,60147718,53419554,,,51280009,51249262,46767854,,,121100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2514213,,35663684,,,,,,,,,,2509531,,,,2502889,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
TNL,Solyc01g102840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9403908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16021470,,,,,,,,,,,,,,,,,9780095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8628724,,,,,,,,,,,,,,,,,,,,68312725,,650614,,,,,2797052,,,,,7411844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88643118,75903887,18708524,,0,7081,22134,47748,,,,,,,,,,,,975906
TNL,Solyc01g102850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9410989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16028551,,,,,,,,,,,,,,,,,9787176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8635805,,,,,,,,,,,,,,,,,,,,68319806,,643533,,,,,2789971,,,,,7418925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88650199,75910968,18715605,,7081,0,15053,40667,,,,,,,,,,,,982987
TNL,Solyc01g102880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9426042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16043604,,,,,,,,,,,,,,,,,9802229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8650858,,,,,,,,,,,,,,,,,,,,68334859,,628480,,,,,2774918,,,,,7433978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88665252,75926021,18730658,,22134,15053,0,25614,,,,,,,,,,,,998040
TNL,Solyc01g102920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9451656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16069218,,,,,,,,,,,,,,,,,9827843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8676472,,,,,,,,,,,,,,,,,,,,68360473,,602866,,,,,2749304,,,,,7459592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88690866,75951635,18756272,,47748,40667,25614,0,,,,,,,,,,,,1023654
